TEMPERATURE,HUMIDITY,ALTITUDE,PRESSURE,LIGHT,RAIN,CLIMATE_PREDICTION
26.468,67.999,30562.662,2.452,535.357,726.036,Summer
29.038,43.271,30536.759,2.453,477.194,215.871,Breeze
38.77,52.208,30350.704,2.5,714.366,663.887,Summer
33.303,82.555,30827.714,2.328,432.105,571.729,Monsoon
29.08,43.956,30540.767,2.378,604.119,925.652,Summer
30.969,82.811,30230.103,2.426,1052.456,721.135,Summer
28.619,47.983,30136.831,2.418,246.801,566.631,Summer
25.445,48.855,30985.513,2.456,521.037,661.793,Monsoon
36.788,50.715,30017.473,2.309,46.454,499.114,Monsoon
29.095,78.173,30933.44,2.441,931.194,557.567,Summer
36.738,64.04,30218.303,2.448,128.459,750.11,Summer
31.7,49.389,30657.55,2.312,131.396,170.512,Monsoon
27.561,73.219,30301.533,2.408,974.638,653.802,Monsoon
36.226,84.39,30859.81,2.349,467.947,179.396,Summer
30.28,68.188,30543.445,2.46,765.406,869.569,Monsoon
34.908,47.343,30141.058,2.31,947.896,948.217,Summer
36.721,45.409,30269.835,2.329,430.691,802.182,Summer
38.482,78.018,30320.319,2.321,309.856,746.229,Summer
26.201,70.548,30885.922,2.313,211.384,949.373,Monsoon
25.117,83.597,30766.738,2.42,679.618,296.675,Monsoon
32.678,67.079,30829.587,2.474,299.932,305.95,Monsoon
28.699,45.745,30052.252,2.402,708.688,532.914,Summer
31.567,60.762,30578.782,2.342,369.342,106.717,Summer
26.017,71.952,30999.177,2.369,402.121,968.563,Breeze
32.022,59.935,30785.2,2.372,296.552,129.027,Summer
26.748,86.982,30120.708,2.39,477.761,636.501,Summer
36.74,60.837,30678.818,2.384,203.479,418.577,Breeze
35.633,67.034,30745.324,2.434,372.086,192.669,Summer
26.037,52.917,30514.248,2.368,862.332,122.153,Summer
36.709,49.694,30078.753,2.433,260.712,336.177,Monsoon
29.549,71.393,30034.686,2.409,1043.411,196.016,Breeze
29.94,68.899,30937.81,2.31,557.426,946.296,Monsoon
27.517,43.191,30257.514,2.484,144.404,320.285,Breeze
36.694,55.53,30378.968,2.336,1039.075,184.719,Summer
30.666,71.318,30795.278,2.39,518.646,792.714,Breeze
25.684,78.739,30689.261,2.49,625.953,472.827,Monsoon
38.527,56.744,30968.566,2.349,228.158,859.299,Summer
28.582,71.487,30092.839,2.304,386.641,854.588,Monsoon
38.106,54.671,30706.92,2.398,782.893,993.143,Breeze
29.217,73.377,30082.229,2.345,162.647,823.445,Breeze
36.64,73.71,30000.165,2.416,640.391,292.737,Breeze
34.299,48.73,30120.23,2.463,772.069,627.804,Monsoon
37.058,72.264,30616.726,2.402,31.965,573.625,Summer
38.666,57.677,30676.193,2.429,926.207,557.371,Summer
37.201,50.594,30438.34,2.433,90.277,367.127,Monsoon
30.651,65.016,30046.071,2.464,294.205,289.127,Monsoon
36.403,62.901,30634.059,2.438,1060.993,745.205,Monsoon
34.963,77.05,30085.817,2.495,116.714,191.586,Summer
25.862,46.719,30141.726,2.391,913.756,144.654,Breeze
38.017,77.749,30512.576,2.31,727.638,443.119,Monsoon
31.523,47.668,30340.373,2.379,670.265,769.533,Monsoon
26.882,52.128,30464.754,2.468,652.4,881.68,Breeze
30.955,65.699,30635.077,2.327,208.111,586.114,Summer
33.444,63.38,30160.007,2.447,745.64,855.939,Monsoon
33.021,86.51,30893.087,2.407,1048.246,122.762,Monsoon
33.047,68.937,30559.48,2.48,112.427,509.833,Monsoon
28.582,57.407,30022.093,2.446,385.681,220.05,Breeze
33.858,82.607,30628.453,2.432,535.309,624.446,Breeze
37.704,56.737,30463.179,2.477,278.552,928.889,Breeze
30.441,55.046,30701.639,2.482,822.754,106.471,Breeze
33.828,64.752,30784.034,2.377,766.826,701.399,Summer
28.416,83.18,30938.845,2.486,156.022,813.115,Breeze
25.676,74.175,30998.346,2.311,639.325,770.033,Monsoon
33.2,72.809,30549.617,2.453,424.694,117.792,Monsoon
25.666,74.947,30561.508,2.367,274.369,256.495,Monsoon
35.13,72.024,30022.445,2.397,937.674,184.959,Monsoon
34.385,76.431,30865.17,2.467,88.501,176.909,Summer
30.171,51.482,30028.718,2.427,530.108,757.166,Summer
30.758,50.799,30632.665,2.391,538.583,482.31,Summer
37.849,58.935,30098.577,2.333,640.031,752.339,Summer
25.184,80.442,30285.839,2.488,241.426,424.677,Summer
32.886,74.436,30140.33,2.366,962.185,205.344,Summer
37.927,67.925,30137.394,2.32,1062.874,746.607,Breeze
37.796,43.856,30074.601,2.413,617.382,663.451,Summer
33.185,53.375,30317.882,2.381,304.054,201.679,Summer
30.337,78.355,30423.651,2.418,968.204,931.928,Monsoon
26.385,53.669,30464.473,2.347,1087.345,378.029,Monsoon
27.433,75.133,30439.708,2.376,823.811,689.257,Summer
34.515,51.124,30523.692,2.495,387.064,128.783,Breeze
25.233,69.68,30859.787,2.487,282.542,498.738,Breeze
37.369,70.641,30631.797,2.473,197.582,967.928,Breeze
33.231,76.087,30017.286,2.456,281.385,897.858,Breeze
25.632,62.287,30172.952,2.331,273.264,299.213,Summer
28.357,70.838,30348.95,2.393,1065.138,891.217,Breeze
33.319,64.427,30949.044,2.446,718.265,363.763,Summer
25.498,84.683,30078.079,2.352,208.664,867.011,Summer
35.92,65.963,30710.119,2.307,552.204,756.304,Summer
37.879,52.222,30033.093,2.384,227.56,416.847,Summer
38.457,72.387,30362.537,2.385,678.438,919.712,Summer
35.271,67.133,30770.149,2.313,395.305,536.751,Monsoon
36.996,78.368,30343.929,2.364,239.284,385.925,Summer
33.55,50.784,30430.282,2.483,289.786,351.717,Summer
31.42,54.481,30905.305,2.35,752.356,945.16,Summer
34.984,83.552,30066.169,2.414,466.598,782.723,Monsoon
28.139,83.921,30527.662,2.398,579.08,414.909,Monsoon
26.537,62.459,30366.238,2.472,908.833,328.752,Summer
35.666,45.101,30963.812,2.431,731.301,290.455,Breeze
38.415,56.488,30793.69,2.332,524.783,320.043,Summer
33.085,53.873,30122.077,2.329,1050.841,199.881,Breeze
31.756,61.246,30927.41,2.411,259.52,536.261,Breeze
32.482,56.983,30211.213,2.309,339.221,136.965,Summer
31.698,79.476,30084.818,2.379,1005.232,110.363,Breeze
31.191,43.134,30541.593,2.38,942.951,656.265,Monsoon
38.258,71.364,30736.632,2.339,169.161,179.631,Summer
31.717,72.228,30716.051,2.36,1025.043,860.689,Monsoon
26.135,72.068,30534.056,2.366,40.881,196.056,Monsoon
35.717,65.906,30492.737,2.302,909.99,588.402,Summer
30.482,69.889,30969.544,2.461,328.319,707.953,Summer
34.95,78.662,30820.559,2.491,231.863,306.24,Summer
33.114,77.505,30698.64,2.358,510.119,899.438,Monsoon
34.985,44.524,30195.211,2.322,989.879,533.248,Summer
25.868,44.339,30819.771,2.491,870.911,383.787,Monsoon
25.474,79.914,30749.781,2.448,1064.764,911.016,Breeze
30.3,68.288,30992.027,2.478,608.869,872.506,Summer
34.704,85.127,30132.995,2.372,576.299,738.665,Monsoon
28.132,61.99,30715.295,2.397,43.944,361.434,Summer
31.068,50.777,30979.083,2.486,223.25,451.186,Monsoon
38.731,63.822,30462.593,2.392,562.454,720.76,Monsoon
28.008,62.208,30733.41,2.434,835.247,266.756,Breeze
36.871,65.756,30975.371,2.441,910.185,545.601,Summer
36.556,78.55,30547.485,2.467,333.095,763.95,Monsoon
37.479,71.846,30699.042,2.495,792.329,691.942,Summer
37.812,51.152,30020.085,2.367,916.527,747.94,Monsoon
32.102,75.317,30519.665,2.349,431.041,902.727,Breeze
34.547,69.043,30255.8,2.316,774.245,971.458,Monsoon
33.664,68.446,30131.245,2.471,497.891,512.545,Monsoon
29.325,72.843,30708.598,2.359,1084.648,153.984,Summer
28.917,67.814,30039.089,2.31,37.134,850.915,Breeze
29.782,63.131,30904.865,2.473,473.349,206.169,Monsoon
28.058,71.177,30517.774,2.402,312.177,297.5,Summer
35.603,74.844,30648.23,2.468,939.218,687.851,Monsoon
38.504,52.934,30253.435,2.411,337.225,771.162,Summer
37.149,64.87,30182.193,2.363,611.915,725.183,Breeze
28.051,63.16,30243.754,2.326,822.088,494.643,Breeze
25.727,44.756,30232.293,2.387,562.036,926.26,Summer
35.599,79.715,30864.502,2.305,469.131,848.977,Breeze
30.463,59.605,30787.339,2.42,75.494,697.314,Summer
36.545,46.198,30852.737,2.386,54.537,496.968,Summer
35.909,63.148,30734.872,2.328,1054.335,517.443,Breeze
33.756,50.105,30643.55,2.406,718.271,258.37,Breeze
28.575,73.994,30527.875,2.46,913.022,801.734,Summer
26.457,68.158,30265.482,2.495,544.069,879.367,Summer
28.537,54.885,30705.363,2.405,309.892,844.553,Breeze
32.137,84.821,30136.584,2.326,345.155,592.388,Breeze
38.712,55.837,30511.062,2.462,76.536,854.147,Summer
25.892,67.42,30195.275,2.439,876.245,811.368,Summer
27.801,78.269,30504.759,2.491,652.281,849.123,Summer
33.782,65.611,30293.907,2.407,544.458,983.74,Breeze
29.261,85.278,30053.48,2.371,941.958,829,Monsoon
37.019,80.13,30503.709,2.493,505.984,343.621,Summer
26.952,83.525,30181.83,2.408,1044.285,838.777,Monsoon
38.484,59.399,30161.155,2.303,44.163,438.072,Breeze
37.773,67.128,30384.366,2.395,1083.54,564.573,Monsoon
37.425,79.967,30361.787,2.3,902.995,816.76,Monsoon
27.423,82.754,30866.958,2.448,409.785,385.047,Summer
29.613,84.552,30564.637,2.413,667.039,123.475,Monsoon
36.257,81.683,30854.567,2.322,955.127,746.33,Breeze
36.309,75.153,30146.836,2.463,545.31,911.957,Summer
34.872,44.065,30357.31,2.407,84.623,935.1,Monsoon
31.273,56.858,30555.33,2.323,996.955,819.019,Monsoon
29.362,48.673,30153.128,2.332,583.207,941.629,Monsoon
38.481,49.809,30128.057,2.464,613.318,838.59,Monsoon
26.95,55.8,30661.402,2.371,44.678,127.089,Summer
25.613,46.289,30653.834,2.464,137.071,414.69,Summer
25.128,53.693,30234.159,2.314,861.816,402.496,Summer
35.85,85.107,30227.124,2.349,495.396,297.248,Breeze
25.794,56.726,30745.446,2.453,1097.922,818.143,Breeze
32.541,50.027,30116.988,2.428,774.375,568.081,Summer
30.142,74.605,30923.263,2.361,1046.073,852.66,Summer
27.057,79.454,30943.739,2.487,328.907,641.214,Breeze
35.368,56.818,30870.992,2.342,218.484,631.548,Monsoon
25.77,55.254,30210.677,2.47,432.951,445.734,Summer
29.458,53.637,30016.802,2.439,313.302,810.643,Summer
32.871,60.303,30936.691,2.324,686.301,714.782,Monsoon
30.634,46.838,30343.972,2.411,826.553,404.877,Breeze
28.628,72.442,30310.41,2.486,460.244,994.216,Breeze
37.964,79.178,30261.678,2.424,126.135,516.51,Summer
38.034,72.202,30244.536,2.406,58.175,384.931,Monsoon
30.825,61.533,30734.553,2.373,263.29,719.014,Breeze
30.512,55.714,30907.894,2.458,813.762,300.527,Monsoon
29.303,61.016,30786.056,2.483,267.061,847.58,Monsoon
36.981,61.649,30674.108,2.451,1004.742,712.327,Summer
32.951,72.305,30287.758,2.445,727.259,883.059,Monsoon
26.253,83.835,30546.963,2.338,952.436,396.146,Monsoon
36.946,46.106,30236.967,2.467,442.822,868.983,Monsoon
32.488,84.948,30111.507,2.308,1082.398,550.838,Monsoon
30.818,83.049,30120.293,2.451,757.063,153.241,Monsoon
29.73,48.18,30603.769,2.342,411.947,274.752,Summer
26.392,51.078,30038.48,2.397,257.417,295.884,Breeze
38.394,56.71,30973.254,2.439,957.189,791.192,Breeze
35.377,67.625,30995.466,2.452,370.365,282.813,Monsoon
26.845,48.917,30149.425,2.478,77.47,605.726,Summer
32.158,51.815,30427.302,2.357,328.165,687.288,Summer
32.778,82.718,30768.076,2.345,222.013,796.472,Monsoon
27.35,47.809,30955.067,2.499,372.112,805.492,Monsoon
30.981,60.551,30891.321,2.342,686.195,745.843,Breeze
34.04,76.572,30254.755,2.433,565.462,291.865,Breeze
28.976,82.098,30085.197,2.491,790.61,589.122,Breeze
29.643,57.786,30288.729,2.479,387.2,361.153,Monsoon
26.708,50.235,30437.237,2.389,158.195,797.588,Breeze
30.785,75.429,30359.938,2.428,201.487,773.284,Summer
33.174,76.993,30773.869,2.406,883.093,306.683,Summer
26.631,86.121,30257.788,2.369,134.85,677.208,Monsoon
33.607,49.14,30858.637,2.329,883.995,152.585,Monsoon
30.569,74.215,30225.634,2.461,257.513,791.694,Breeze
34.495,61.361,30361.352,2.318,755.893,802.182,Summer
29.408,83.244,30447.809,2.422,696.713,412.311,Breeze
32.959,60.945,30291.218,2.419,135.139,825.631,Summer
33.579,62.622,30766.372,2.367,742.474,872.468,Breeze
34.667,48.579,30409.547,2.327,508.833,271.052,Monsoon
35.597,57.121,30887.026,2.46,786.663,415.806,Summer
26.909,60.637,30963.589,2.392,923.957,334.973,Summer
38.513,43.77,30859.807,2.445,72.264,436.922,Summer
36.811,62.253,30522.625,2.303,723.32,502.214,Breeze
32.872,57.798,30509.808,2.315,142.305,558.972,Breeze
37.465,78.369,30215.873,2.335,435.397,131.593,Breeze
30.354,47.713,30592.278,2.323,43.566,149.65,Summer
25.48,76.449,30952.726,2.338,381.649,689.711,Monsoon
35.178,74.417,30080.607,2.437,211.21,498.467,Breeze
38.207,53.638,30752.457,2.309,625.203,180.764,Summer
27.266,46.664,30869.54,2.308,578.13,447.607,Breeze
34.014,80.041,30986.703,2.306,878.804,527.945,Summer
36.388,53.975,30334.758,2.44,714.759,672.031,Summer
37.671,49.405,30355.574,2.407,794.65,206.497,Breeze
28.871,58.798,30229.775,2.374,128.954,995.324,Summer
26.802,60.639,30789.064,2.435,59.708,527.235,Breeze
28.47,57.348,30140.04,2.411,1067.409,712.712,Summer
33.088,85.965,30267.767,2.301,486.925,917.396,Monsoon
37.862,81.756,30295.262,2.468,452.623,128.641,Monsoon
33.156,81.411,30374.931,2.37,67.463,641.223,Monsoon
37.875,60.546,30421.665,2.38,157.235,586.32,Monsoon
35.781,85.366,30559.025,2.456,1036.307,151.666,Breeze
33.377,73.097,30948.373,2.337,773.484,723.725,Summer
25.305,79.608,30247.28,2.302,467.857,298.704,Summer
29.663,65.039,30779.221,2.482,997.798,731.693,Monsoon
25.804,50.067,30676.39,2.401,661.185,426.366,Monsoon
29.511,82.023,30116.05,2.37,828.721,793.114,Summer
25.873,64.403,30810.377,2.464,491.812,947.585,Summer
27.349,85.616,30090.612,2.305,491.735,874.461,Summer
30.75,54.214,30738.926,2.34,103.135,534.316,Monsoon
32.208,86.665,30715.787,2.331,815.351,302.746,Summer
28.04,52.787,30689.402,2.448,136.056,993.181,Monsoon
35.256,59.199,30276.692,2.362,847.766,693.549,Monsoon
33.265,69.137,30573.367,2.455,234.218,456.357,Monsoon
34.685,73.506,30761.578,2.308,294.683,533.371,Summer
35.259,74.692,30637.592,2.422,1012.142,215.25,Monsoon
35.177,63.955,30804.306,2.364,534.577,554.763,Breeze
38.107,46.38,30687.882,2.337,164.01,255.848,Summer
28.321,64.826,30274.45,2.463,998.437,429.171,Summer
28.782,57.726,30153.057,2.382,514.065,542.59,Summer
26.319,71.937,30631.979,2.414,169.69,953.019,Summer
33.296,51.02,30759.758,2.307,448.181,662.224,Monsoon
30.533,60.332,30142.323,2.458,660.582,434.701,Breeze
31.947,85.509,30174.82,2.357,417.706,201.78,Monsoon
27.378,46.91,30012.069,2.439,1019.029,772.47,Breeze
34.087,69.503,30531.749,2.452,318.562,520.168,Summer
33.666,46.989,30542.291,2.323,218.133,161.34,Monsoon
28.707,49.908,30500.076,2.359,266.418,691.187,Monsoon
31.516,69.617,30316.01,2.445,119.612,415.095,Monsoon
37.52,62.536,30427.811,2.346,513.957,463.502,Breeze
35.829,67.134,30766.237,2.47,969.817,854.968,Breeze
28.177,81.714,30181.797,2.362,356.713,223.577,Summer
37.304,78.959,30201.548,2.38,306.421,406.337,Monsoon
25.942,82.071,30666.978,2.32,926.002,427.301,Summer
30.795,70.115,30866.901,2.33,357.414,102.996,Breeze
26.122,64.544,30340.393,2.355,540.274,860.796,Summer
37.939,63.205,30932.744,2.31,63.425,851.781,Monsoon
25.57,75.552,30057.676,2.339,337.167,695.653,Monsoon
27.117,65.937,30118.519,2.382,169.699,909.047,Breeze
37.811,47.654,30459.96,2.376,143.255,345.598,Breeze
33.15,49.245,30723.485,2.34,491.617,298.567,Summer
36.133,58.712,30370.837,2.316,326.746,161.669,Monsoon
25.23,45.984,30554.747,2.364,208.098,632.812,Summer
30.867,53.526,30028.571,2.449,577.289,546.72,Breeze
38.783,71.882,30461.834,2.402,868.927,829.357,Breeze
33.117,43.547,30242.576,2.489,816.299,533.158,Summer
36.896,69.58,30516.369,2.328,298.316,282.913,Monsoon
38.49,76.984,30525.833,2.341,311.554,828.637,Breeze
34.591,50.487,30753.159,2.356,813.135,509.909,Summer
29.587,50.963,30539.842,2.303,626.17,960.247,Monsoon
29.32,44.27,30614.269,2.489,824.386,581.024,Summer
25.998,65.548,30529.647,2.389,31.461,205.065,Breeze
30.989,71.802,30990.377,2.396,123.238,865.922,Monsoon
37.815,63.104,30791.619,2.332,888.108,890.569,Breeze
31.693,60.136,30755.645,2.475,940.697,500.888,Breeze
37.754,62.994,30627.259,2.439,397.481,123.394,Breeze
36.44,77.387,30528.371,2.386,1055.418,126.751,Breeze
38.779,44.475,30344.757,2.476,352.679,416.034,Breeze
38.268,77.488,30783.968,2.481,982.603,744.609,Summer
34.891,72.319,30189.609,2.31,481.229,397.947,Breeze
37.197,53.623,30036.549,2.324,631.135,106.957,Breeze
35.473,66.089,30698.172,2.306,718.301,863.714,Breeze
34.848,45.169,30144.852,2.416,172.426,971.859,Monsoon
35.018,59.702,30903.826,2.344,69.709,411.733,Breeze
35.095,50.658,30770.681,2.469,486.676,165.767,Monsoon
30.312,43.981,30602.244,2.393,201.581,362.271,Summer
30.93,58.712,30313.925,2.468,617.359,819.105,Breeze
29.117,74.949,30637.942,2.411,515.397,588.033,Summer
27.076,83.525,30476.857,2.459,160.644,445.587,Summer
31.418,72.14,30291.148,2.374,742.39,400.804,Breeze
37.599,60.687,30945.079,2.489,51.929,203.855,Summer
34.118,86.978,30161.889,2.433,165.23,405.562,Breeze
25.787,55.45,30753.384,2.419,779.176,523.098,Summer
36.357,51.234,30800.039,2.37,594.805,705.827,Monsoon
38.096,63.402,30951.795,2.487,331.668,335.871,Monsoon
36.612,65.216,30549.416,2.368,222.863,907.641,Monsoon
35.186,58.612,30534.875,2.467,717.244,536.32,Breeze
27.102,73.602,30920.289,2.381,249.988,464.645,Summer
29.886,51.09,30801.093,2.453,1083.534,634.558,Monsoon
32.914,65.455,30763.636,2.482,960.163,250.861,Breeze
26.076,65.006,30789.137,2.393,171.409,195.927,Monsoon
26.488,79.247,30493.181,2.405,949.293,411.886,Monsoon
38.08,83.787,30041.419,2.366,399.196,135.94,Breeze
34.838,72.184,30198.265,2.311,554.281,439.825,Monsoon
28.851,56.436,30642.992,2.43,182.822,704.337,Breeze
29.583,73.343,30396.166,2.324,156.872,830.91,Monsoon
30.382,54.06,30606.77,2.371,956.077,621.787,Breeze
26.051,85.528,30551.678,2.37,703.995,722.196,Monsoon
35.348,79.184,30438.66,2.33,522.693,849.817,Summer
27.476,61.972,30234.728,2.433,68.695,795.817,Summer
36.272,77.511,30718.96,2.335,1016.499,387.984,Breeze
36.842,60.981,30909.045,2.456,432.414,616.08,Breeze
33.938,46.283,30769.964,2.35,475.815,338.368,Summer
35.778,74.098,30120.038,2.357,340.096,618.7,Breeze
27.406,60.803,30537.95,2.369,983.68,483.401,Monsoon
33.063,83.934,30835.366,2.331,398.706,435.519,Monsoon
34.475,56.489,30590.982,2.387,216.447,265.208,Monsoon
34.262,80.107,30439.569,2.316,565.596,605.578,Monsoon
26.642,72.939,30284.546,2.385,866.197,756.384,Monsoon
29.821,80.546,30330.391,2.368,427.332,614.152,Monsoon
29.551,55.843,30242.157,2.368,727.689,162.304,Monsoon
33.015,63.299,30195.726,2.432,355.52,931.894,Breeze
35.713,79.218,30588.865,2.454,800.146,104.942,Summer
32.988,71.328,30509.385,2.371,745.535,896.552,Monsoon
35.568,58.837,30734.833,2.352,758.408,789.466,Monsoon
26.386,65.528,30307.93,2.399,721.121,186.902,Breeze
37.294,86.828,30460.824,2.458,197.254,312.908,Breeze
32.513,75.641,30680.37,2.429,980.15,414.07,Summer
25.525,70.039,30963.234,2.308,656.755,919.271,Summer
34.005,79.428,30348.87,2.396,439.154,981.934,Breeze
32.243,62.449,30298.209,2.498,214.399,178.451,Monsoon
28.085,84.803,30449.288,2.371,868.432,457.239,Monsoon
35.702,67.289,30723.874,2.388,574.682,234.354,Monsoon
38.07,57.382,30961.55,2.357,187.604,350.593,Monsoon
29.518,46.785,30536.536,2.4,1015.92,982.963,Monsoon
31.915,59.531,30812.44,2.332,143.508,985.984,Breeze
26.794,68.02,30464.4,2.349,590.917,524.924,Summer
38.017,73.943,30039.857,2.442,683.322,264.825,Summer
29.463,81.505,30894.211,2.328,1098.914,592.317,Breeze
27.727,84.534,30289.878,2.485,180.78,388.617,Monsoon
31.698,47.508,30138.666,2.362,686.509,935.948,Breeze
25.606,69.44,30996.161,2.415,540.086,836.393,Summer
28.54,72.33,30347.399,2.364,305.113,377.957,Summer
25.947,50.571,30136.538,2.396,1038.165,116.478,Summer
26.783,67.006,30311.542,2.481,876.203,998.244,Summer
26.57,57.733,30513.838,2.314,861.452,715.01,Breeze
37.214,46.406,30087.957,2.471,992.129,483.155,Monsoon
38.026,45.898,30352.621,2.412,805.797,359.61,Monsoon
31.643,76.405,30668.856,2.433,572.211,103.982,Breeze
33.826,70.08,30915.932,2.311,448.944,238.563,Monsoon
34.743,74.465,30397.438,2.452,783.423,105.284,Monsoon
30.478,73.152,30564.564,2.326,675.009,637.826,Monsoon
30.183,48.91,30636.062,2.493,610.878,697.009,Monsoon
34.458,49.669,30070.753,2.46,660.291,790.117,Summer
30.274,54.109,30342.225,2.399,731.222,268.299,Monsoon
33.134,60.56,30684.254,2.485,1066.513,186.374,Breeze
32.213,84.324,30735.661,2.334,835.879,685.413,Summer
32.342,72.651,30355.952,2.498,218.783,549.905,Summer
36.611,54.228,30006.736,2.443,529.443,888.117,Breeze
34.857,45.463,30006.866,2.32,755.719,579.939,Monsoon
38.45,73.106,30538.12,2.407,217.95,500.339,Summer
36.074,70.514,30551.486,2.442,1027.996,539.225,Breeze
27.041,72.734,30555.719,2.423,112.417,804.09,Breeze
35.339,54.492,30721.753,2.385,683.752,116.475,Monsoon
34.319,65.746,30921.269,2.35,1074.251,926.39,Monsoon
34.045,58.915,30990.17,2.348,808.819,742.77,Breeze
31.73,78.979,30701.067,2.485,754.666,896.761,Monsoon
25.874,46.053,30513.999,2.347,1097.24,963.639,Breeze
38.321,55.119,30140.995,2.492,877.223,303.403,Monsoon
36.927,69.53,30384.175,2.342,1068.214,620.507,Monsoon
31.815,52.03,30572.457,2.377,777.815,537.439,Breeze
27.22,72.599,30999.808,2.302,742.041,583.857,Breeze
36.543,49.018,30126.982,2.481,845.947,142.56,Monsoon
31.029,44.004,30793.076,2.321,231.967,922.587,Breeze
30.462,80.994,30998.94,2.371,892.19,959.216,Summer
34.315,57.672,30805.291,2.469,1068.05,716.612,Monsoon
35.621,49.901,30767.144,2.458,684.458,332.45,Summer
25.88,50.599,30258.681,2.468,43.22,808.486,Summer
35.746,81.979,30003.363,2.483,107.139,757.762,Summer
35.275,71.795,30225.987,2.482,281.137,617.131,Breeze
33.249,85.079,30789.8,2.454,555.474,253.216,Monsoon
29.738,78.202,30107.281,2.416,472.719,281.061,Monsoon
27.307,76.772,30296.118,2.412,1077.757,630.464,Summer
26.437,64.992,30562.505,2.303,1041.779,215.942,Breeze
25.017,79.115,30579.81,2.445,450.213,751.537,Monsoon
27.89,61.157,30542.989,2.345,879.919,291.34,Monsoon
30.759,79.388,30980.883,2.466,710.909,919.432,Monsoon
28.411,76.341,30012.286,2.411,290.155,909.753,Summer
29.326,72.851,30487.599,2.497,1026.36,364.243,Summer
30.466,57.508,30504.421,2.342,307.684,175.048,Summer
29.316,70.751,30293.322,2.445,961.267,650.274,Summer
35.145,65.299,30525.071,2.41,712.276,503.573,Summer
31.884,63.308,30673.28,2.486,694.606,229.338,Monsoon
25.271,86.571,30672.756,2.353,927.099,578.333,Summer
28.173,65.194,30087.857,2.312,558.912,993.452,Breeze
34.935,44.407,30802.46,2.409,943.11,162.085,Summer
29.213,70.565,30930.71,2.404,618.744,337.506,Summer
37.882,75.032,30123.612,2.362,1083.573,584.753,Summer
34.977,81.948,30416.64,2.497,736.125,814.025,Monsoon
29.059,70.838,30511.75,2.314,430.245,116.885,Monsoon
32.23,43.856,30134.822,2.414,846.799,759.484,Breeze
34.341,48.269,30503.384,2.352,575.59,225.895,Monsoon
27.707,50.095,30206.859,2.3,892.447,847.612,Summer
28.447,52.295,30935.361,2.498,921.805,722.958,Breeze
32.1,78.19,30448.47,2.396,690.097,510.86,Breeze
37.949,56.629,30994.901,2.471,963.242,839.425,Breeze
29.816,56.744,30046.511,2.468,461.667,759.744,Summer
30.63,76.246,30127.581,2.462,91.393,783.266,Monsoon
27.669,61.147,30443.211,2.392,739.034,361.066,Monsoon
33.305,45.844,30874.359,2.479,847.963,657.477,Summer
35.362,68.746,30555.226,2.373,107.898,226.995,Monsoon
31.169,48.723,30732.343,2.382,854.873,838.775,Summer
35.503,68.153,30423.563,2.351,713.903,574.068,Summer
29.236,77.304,30040.512,2.39,154.56,842.395,Breeze
34.898,83.898,30647.813,2.497,607.736,290.041,Monsoon
28.617,45.95,30634.001,2.415,146.354,217.307,Breeze
35.929,56.375,30071.428,2.466,374.132,720.072,Monsoon
36.629,71.708,30170.881,2.353,890.264,152.558,Summer
36.168,56.88,30476.156,2.491,137.844,319.587,Breeze
28.017,62.845,30446.638,2.303,521.545,917.842,Summer
34.719,43.884,30752.418,2.486,678.113,219.482,Summer
32.54,73.514,30387.413,2.48,1036.347,438,Breeze
38.805,81.864,30663.3,2.313,818.874,951.025,Breeze
30.062,85.982,30704.424,2.421,178.994,118.003,Monsoon
35.798,79.543,30645.004,2.457,1066.689,500.784,Monsoon
30.181,44.398,30596.126,2.381,541.415,807.813,Breeze
30.556,71.682,30805.683,2.318,425.598,918.082,Monsoon
26.554,64.809,30657.107,2.466,167.721,762.019,Summer
28.355,84.267,30834.184,2.393,1028.826,899.553,Summer
27.303,82.694,30636.686,2.353,657.24,130.931,Summer
27.229,86.474,30158.973,2.314,1087.147,189.889,Summer
25.126,80.925,30309.445,2.428,216.036,763.954,Summer
36.113,67.063,30330.355,2.308,614.044,777.995,Summer
31.551,74.456,30093.915,2.458,147.578,644.744,Monsoon
36.258,85.446,30692.307,2.454,590.975,757.249,Breeze
33.576,68.437,30595.111,2.365,982.077,872.248,Breeze
36.639,79.959,30589.755,2.394,146.973,590.934,Monsoon
32.053,84.457,30478.517,2.434,318.524,952.592,Monsoon
26.317,68.104,30543.125,2.492,760.17,724.814,Monsoon
33.635,50.003,30008.087,2.404,111.627,524.784,Breeze
34.489,49.845,30096.248,2.499,515.764,479.366,Monsoon
33.771,48.074,30683.353,2.365,386.376,775.15,Monsoon
36.219,63.958,30261.467,2.405,926.819,667.422,Breeze
35.241,64.126,30107.912,2.323,82.511,835.699,Monsoon
31.057,70.164,30328.655,2.411,953.833,802.888,Summer
36.467,64.246,30254.483,2.407,782.886,571.782,Breeze
34.685,85.814,30029.372,2.47,347.994,951.132,Breeze
26.685,55.818,30410.558,2.499,241.612,733.832,Breeze
32.558,81.448,30027.029,2.497,1046.689,280.756,Monsoon
35.2,47.415,30000.391,2.347,622.682,656.638,Breeze
32.746,69.484,30792.474,2.368,398.912,281.632,Summer
38.286,71.526,30314.972,2.355,77.581,602.964,Summer
26.421,76.978,30567.586,2.34,207.389,810.941,Breeze
